1000
1	82.961	38.054
2	32.655	95.783
3	37.266	19.12
4	67.607	63.937
5	61.57	84.923
6	12.998	66.904
7	14.264	81.472
8	78.902	79.111
9	91.545	99.054
10	26.905	55.427
11	36.21	45.607
12	30.064	11.992
13	38.386	72.94
14	40.226	81.063
15	18.715	67.167
16	45.311	76.879
17	42.846	47.081
18	32.075	95.758
19	13.151	79.685
20	75.481	94.665
21	41.567	61.178
22	52.697	32.959
23	97.261	41.97
24	70.476	29.512
25	86.771	87.262
26	72.824	75.729
27	44.485	99.038
28	49.599	97.261
29	72.639	49.393
30	45.263	55.809
31	66.771	79.203
32	72.786	84.982
33	52.954	70.695
34	99.758	17.567
35	90.016	77.665
36	7.459	8.356
37	6.086	43.945
38	76.5	47.203
39	0.04	75.722
40	63.269	11.123
41	0.677	73.098
42	59.075	55.216
43	33.328	39.17
44	13.369	24.016
45	74.928	9.587
46	62.778	66.367
47	58.442	86.481
48	95.94	22.739
49	84.329	22.129
50	49.009	79.569
51	37.293	50.55
52	53.7	98.833
53	56.086	97.953
54	15.169	93.299
55	24.369	69.899
56	52.612	48.294
57	19.653	31.18
58	57.46	1.025
59	64.774	9.893
60	67.874	49.6
61	90.533	57.595
62	20.997	11.935
63	65.158	20.763
64	32.467	37.474
65	12.422	82.238
66	42.517	17.992
67	97.313	11.577
68	70.715	79.532
69	96.219	41.567
70	65.371	34.846
71	62.783	35.081
72	29.36	46.981
73	61.557	31.804
74	40.196	6.924
75	0.058	32.043
76	82.979	19.366
77	88.219	42.859
78	15.301	59.662
79	78.007	34.093
80	18.687	25.295
81	34.26	31.23
82	68.791	0.845
83	78.872	4.409
84	15.552	61.856
85	73.208	2.301
86	29.533	64.994
87	90.375	12.87
88	23.598	63.777
89	81.36	29.623
90	93.284	12.824
91	71.941	11.764
92	52.612	1.386
93	53.615	57.945
94	22.334	61.587
95	24.636	62.755
96	52.201	7.083
97	13.703	44.275
98	22.012	25.741
99	38.898	31.295
100	51.763	27.042
101	58.1	59.445
102	30.454	75.45
103	46.001	55.615
104	35.391	13.112
105	83.998	50.448
106	77.202	98.076
107	64.095	72.504
108	17.083	68.778
109	64.775	85.792
110	99.204	66.772
111	36.635	8.38
112	61.054	59.717
113	51.247	44.025
114	42.525	57.049
115	52.567	77.895
116	36.324	62.02
117	29.832	48.893
118	0.692	38.752
119	33.017	98.913
120	21.141	20.166
121	96.412	86.401
122	43.221	15.764
123	57.905	69.879
124	76.044	54.522
125	36.355	24.459
126	83.936	30.934
127	70.523	7.807
128	82.171	91.656
129	2.751	43.647
130	50.273	30.169
131	58.906	7.361
132	46.712	1.922
133	55.868	71.166
134	50.878	8.643
135	5.626	65.534
136	19.693	30.235
137	27.52	39.258
138	38.49	47.851
139	29.814	47.319
140	61.461	79.565
141	59.258	3.902
142	47.554	21.306
143	3.215	89.687
144	27.047	14.731
145	98.606	12.874
146	12.396	68.784
147	68.211	24.175
148	10.097	12.827
149	42.477	33.867
150	90.463	20.985
151	84.455	86.156
152	91.575	47.705
153	13.281	83.538
154	85.071	53.102
155	16.054	92.627
156	79.881	9.583
157	78.966	58.655
158	22.641	2.002
159	85.891	20.491
160	34.56	79.387
161	21.485	47.27
162	72.289	48.424
163	7.255	55.52
164	47.793	2.867
165	98.94	1.974
166	65.913	15.647
167	35.854	8.823
168	10.214	96.113
169	58.328	56.595
170	80.854	48.649
171	18.484	12.448
172	21.917	88.24
173	17.266	8.864
174	31.146	15.689
175	45.835	46.799
176	98.036	8.227
177	16.608	73.919
178	27.558	81.69
179	70.098	85.369
180	91.469	9.472
181	16.264	55.225
182	92.298	99.525
183	4.509	86.197
184	59.299	41.125
185	12.108	30.834
186	21.302	49.427
187	2.568	22.517
188	68.35	38.814
189	39.928	9.683
190	19.145	48.872
191	98.275	37.957
192	9.614	91.819
193	51.864	98.964
194	42.724	3.962
195	6.557	16.585
196	54.449	35.563
197	2.951	17.333
198	63.825	4.267
199	10.615	33.052
200	2.289	83.292
201	37.413	26.958
202	87.336	60.677
203	91.722	19.91
204	88.371	18.245
205	89.209	2.11
206	85.168	34.094
207	24.27	33.444
208	54.539	79.979
209	66.229	9.376
210	73.531	53.419
211	20.532	68.482
212	52.943	51.541
213	88.821	40.06
214	95.025	32.795
215	42.542	41.39
216	33.535	89.612
217	46.602	21.858
218	4.167	80.07
219	36.196	40.112
220	98.007	1.791
221	40.13	91.164
222	10.986	36.576
223	15.569	5.974
224	70.944	27.77
225	54.054	80.365
226	40.555	96.815
227	27.316	44.491
228	62.514	17.355
229	53.049	54.99
230	86.61	70.471
231	4.742	41.126
232	78.456	38.421
233	98.944	46.338
234	25.99	56.77
235	75.181	66.219
236	18.281	99.374
237	11.089	57.858
238	44.667	74.123
239	30.763	38.075
240	14.681	46.073
241	78.282	4.93
242	55.804	23.812
243	61.539	22.44
244	85.143	81.276
245	17.975	67.146
246	31.489	60.131
247	3.751	6.166
248	15.888	45.882
249	72.15	48.231
250	66.101	16.718
251	3.436	60.256
252	33.01	73.836
253	24.647	5.663
254	35.409	51.775
255	82.466	23.404
256	27.739	73.866
257	94.049	52.132
258	98.595	78.832
259	5.235	24.99
260	46.989	99.033
261	64.982	50.659
262	38.661	88.894
263	3.808	45.42
264	86.702	16.011
265	17.662	72.035
266	28.524	86.132
267	44.226	95.379
268	44.858	72.474
269	99.873	41.944
270	39.544	34.573
271	30.445	88.107
272	21.006	56.957
273	15.759	57.814
274	25.379	78.667
275	78.556	41.525
276	31.742	21.529
277	96.296	83.154
278	42.788	47.64
279	36.359	45.207
280	87.276	22.223
281	87.006	69.199
282	50.72	63.225
283	2.758	30.899
284	50.322	33.415
285	14.136	99.306
286	10.875	56.382
287	39.627	67.077
288	19.838	71.217
289	37.947	31.534
290	21.529	23.65
291	1.679	62.721
292	24.608	27.274
293	4.211	96.841
294	10.647	2.13
295	12.899	26.098
296	40.826	76.853
297	39.191	55.97
298	34.242	50.05
299	34.243	83.523
300	63.907	30.458
301	43.834	73.903
302	81.534	13.327
303	55.215	8.366
304	85.325	43.691
305	51.718	87.477
306	83.29	77.022
307	35.581	8.006
308	32.118	28.965
309	32.652	1.053
310	12.98	58.203
311	92.653	38.875
312	22.369	15.375
313	71.196	30.915
314	97.696	9.688
315	22.089	68.792
316	45.117	3.663
317	96.57	86.367
318	49.287	82.384
319	66.921	84.391
320	72.694	56.851
321	30.703	49.547
322	44.745	9.968
323	41.143	33.031
324	76.742	28.063
325	2.423	75.29
326	3.878	93.221
327	71.129	57.078
328	8.484	68.948
329	65.075	76.94
330	48.265	20.009
331	87.073	54.16
332	0.53	79.481
333	35.205	1.902
334	10.213	6.757
335	21.634	91.466
336	9.012	9.722
337	86.68	12.605
338	87.538	18.295
339	67.098	88.191
340	7.341	3.426
341	78.374	7.498
342	99.622	68.989
343	48.402	45.197
344	79.538	91.068
345	31.893	60.812
346	27.834	55.502
347	37.9	77.886
348	91.429	20.799
349	8.56	24.915
350	4.634	88.127
351	81.075	94.941
352	22.522	51.408
353	95.419	36.634
354	87.835	82.804
355	40.524	97.869
356	96.461	58.564
357	88.331	28.666
358	22.743	58.244
359	60.469	26.536
360	76.615	72.388
361	64.416	92.267
362	82.366	99.363
363	6.095	62.95
364	84.337	75.036
365	22.399	84.021
366	43.443	84.067
367	3.012	71.631
368	19.167	77.163
369	41.088	87.714
370	16.782	20.978
371	45.943	73.291
372	4.663	63.538
373	84.418	83.413
374	87.081	28.028
375	45.778	53.711
376	0.626	81.847
377	56.033	65.629
378	69.376	45.098
379	58.669	98.479
380	52.607	85.482
381	67.544	59.1
382	31.778	97.595
383	32.022	96.181
384	82.881	61.375
385	16.406	34.912
386	21.054	19.493
387	79.433	36.345
388	19.795	28.958
389	6.613	18.944
390	28.879	85.963
391	59.306	34.137
392	47.639	76.479
393	8.052	0.835
394	71.465	34.151
395	94.434	12.713
396	53.72	66.033
397	6.465	87.305
398	74.923	5.467
399	6.432	87.742
400	13.306	7.843
401	71.117	31.68
402	10.385	85.455
403	4.056	51.504
404	79.111	0.061
405	22.709	39.69
406	7.418	72.395
407	43.431	29.497
408	92.445	3.291
409	69.967	13.783
410	72.761	96.496
411	96.628	76.569
412	89.997	66.149
413	38.749	6.867
414	8.759	76.337
415	13.382	29.462
416	23.662	18.387
417	67.527	12.728
418	63.866	57.119
419	66.709	97.735
420	18.673	43.324
421	95.298	42.264
422	62.001	53.924
423	21.332	4.516
424	49.863	91.788
425	57.664	15.913
426	79.8	52.99
427	61.791	37.852
428	95.013	26.753
429	16.649	82.705
430	23.291	35.52
431	82.061	9.047
432	54.785	60.802
433	70.308	53.87
434	92.983	10.184
435	96.514	86.368
436	18.026	90.5
437	49.617	17.786
438	13.418	86.896
439	45.983	17.454
440	31.546	60.846
441	48.324	25.277
442	80.801	34.885
443	41.706	50.149
444	95.935	0.963
445	13.094	42.597
446	87.003	94.825
447	80.6	77.393
448	61.861	15.493
449	35.341	44.003
450	65.902	80.383
451	45.826	40.682
452	26.041	26.41
453	21.059	49.518
454	54.862	99.775
455	12.8	98.39
456	47.168	31.594
457	68.287	68.812
458	19.885	22.336
459	42.967	57.13
460	70.05	46.285
461	33.75	47.35
462	75.106	6.791
463	19.082	68.136
464	28.642	64.763
465	23.231	87.819
466	97.759	99.475
467	14.856	80.38
468	72.364	44.813
469	15.557	3.303
470	97.361	84.404
471	40.994	97.264
472	91.47	77.509
473	99.465	81.015
474	32.886	87.845
475	24.011	54.762
476	62.891	13.718
477	4.44	79.609
478	60.78	39.658
479	60.796	37.915
480	49.359	0.762
481	77.375	11.918
482	31.212	73.326
483	23.865	29.501
484	17.035	42.854
485	24.399	85.625
486	42.972	46.762
487	55.143	22.884
488	50.796	42.51
489	1.084	91.131
490	79.279	4.839
491	88.122	58.307
492	21.768	60.833
493	42.331	28.056
494	44.806	70.098
495	90.344	95.114
496	72.222	10.314
497	59.175	28.86
498	32.909	70.854
499	95.818	73.15
500	45.212	90.968
501	77.182	27.779
502	79.833	54.705
503	51.187	45.393
504	24.177	74.437
505	15.941	61.543
506	96.968	77.858
507	43.874	21.122
508	40.353	96.117
509	91.615	77.784
510	29.316	25.345
511	11.199	77.829
512	85.443	26.15
513	20.797	25.057
514	3.909	34.113
515	40.431	83.427
516	93.16	95.519
517	42.889	19.123
518	4.245	21.215
519	11.33	61.494
520	22.828	85.785
521	66.311	84.14
522	21.513	58.742
523	53.434	40.794
524	82.006	70.753
525	49.479	72.271
526	68.948	51.473
527	1.08	70.578
528	55.44	24.414
529	62.514	81.71
530	12.204	25.541
531	88.975	92.417
532	72.371	76.375
533	95.976	95.097
534	98.802	56.356
535	88.93	37.077
536	80.519	88.811
537	47.973	74.011
538	76.012	64.14
539	39.64	56.269
540	82.713	2.246
541	94.458	70.111
542	62.896	2.013
543	7.916	87.385
544	23.268	67.57
545	69.676	57.366
546	7.214	22.336
547	7.866	99.945
548	91.902	31.968
549	91.237	1.436
550	29.202	45.585
551	11.519	47.544
552	3.376	65.569
553	39.788	72.451
554	54.052	60.25
555	0.064	54.142
556	66.376	86.939
557	86.541	66.504
558	92.826	80.949
559	98.986	78.107
560	45.939	22.756
561	47.284	16.369
562	46.877	83.948
563	65.188	70.426
564	40.952	4.776
565	16.178	50.295
566	91.269	78.804
567	54.532	31.005
568	31.845	34.273
569	10.312	12.067
570	51.241	90.85
571	27.475	56.432
572	12.599	77.564
573	32.231	27.161
574	18.213	68.046
575	54.07	75.831
576	84.672	64.122
577	28.029	18.688
578	51.662	48.933
579	96.112	41.251
580	69.588	68.173
581	68.69	38.683
582	43.176	57.354
583	62.84	15.26
584	52.006	72.431
585	91.211	45.649
586	85.725	11.147
587	66.4	24.284
588	49.044	9.981
589	8.077	20.291
590	35.689	54.08
591	21.345	2.102
592	66.523	97.135
593	4.32	4.469
594	9.547	18.519
595	99.048	72.87
596	60.475	89.679
597	3.605	73.327
598	31.548	84.309
599	20.297	43.106
600	44.499	90.901
601	27.612	73.605
602	27.666	98.379
603	31.088	52.967
604	35.559	56.157
605	70.058	37.594
606	48.854	25.18
607	82.898	30.223
608	66.427	88.211
609	55.129	32.026
610	36.45	10.747
611	70.498	70.425
612	18.39	11.967
613	8.511	64.107
614	15.098	92.593
615	65.27	90.383
616	98.073	54.042
